loan_id,pool_id,protocol_id,protocol_name,network_id,network_name,base_asset_id,base_asset_ticker,loan_type,amortization_type,asset_status,investment_status,term_days,payment_interval_days,written_off_principal_token,principal_paid_token,interest_paid_dollar,outstanding_principal_dollar,defaulted_loans_amount_dollar,interest_paid_token,written_off_principal_dollar,outstanding_principal_token,principal_paid_dollar,funded_assets_token,funded_assets_dollar,base_interest_rate,management_fee_rate,late_fee_interest_rate,funding_open_timestamp,term_start_timestamp,term_end_timestamp
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x51,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,49301.45,1870.69,0.00,0.00,1870.45,0.00,0.00,49307.93,47431.00,47437.24,7.8,0,0,2021-07-05T03:37:30,2021-07-05T04:22:15,2022-01-04T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x52,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,32110.91,1206.66,0.00,0.00,1206.50,0.00,0.00,32115.13,30904.41,30908.47,7.8,0,0,2021-07-06T23:06:39,2021-07-06T23:07:50,2022-01-05T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x53,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,122873.12,4606.73,0.00,0.00,4606.12,0.00,0.00,122889.28,118267.00,118282.55,7.8,0,0,2021-07-07T08:09:19,2021-07-07T09:11:33,2022-01-05T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x54,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,88818.63,3310.77,0.00,0.00,3310.33,0.00,0.00,88830.31,85508.30,85519.54,7.8,0,0,2021-07-08T10:22:42,2021-07-08T10:24:46,2022-01-05T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x55,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,funded,closed,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.8,0,0,2021-07-14T03:26:52,null,null
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x56,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,94279.76,3403.20,0.00,0.00,3402.75,0.00,0.00,94292.16,90877.01,90888.96,7.8,0,0,2021-07-14T03:43:03,2021-07-14T03:46:54,2022-01-05T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x57,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,132207.55,4277.85,0.00,0.00,4277.29,0.00,0.00,132224.93,127930.26,127947.08,7.8,0,0,2021-08-01T06:34:21,2021-08-01T06:35:30,2022-01-04T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x58,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,613369.43,21474.26,0.00,0.00,21471.43,0.00,0.00,613450.08,591898.00,591975.83,7.8,0,0,2021-08-05T19:30:41,2021-08-05T21:50:15,2022-01-22T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x59,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,203086.69,7076.93,0.00,0.00,7075.99,0.00,0.00,203113.39,196010.69,196036.46,7.8,0,0,2021-08-05T20:13:50,2021-08-05T21:50:49,2022-01-21T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x5a,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,181808.12,6068.39,0.00,0.00,6067.59,0.00,0.00,181832.02,175740.52,175763.63,7.8,0,0,2021-08-09T15:07:58,2021-08-09T15:12:52,2022-01-18T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x5b,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,131260.58,4352.53,0.00,0.00,4351.95,0.00,0.00,131277.84,126908.63,126925.31,7.8,0,0,2021-08-10T03:14:16,2021-08-10T16:37:17,2022-01-18T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x5c,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,31014.48,1014.13,0.00,0.00,1013.99,0.00,0.00,31018.56,30000.49,30004.43,7.8,0,0,2021-08-14T17:05:11,2021-08-14T17:26:12,2022-01-18T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x5d,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,388853.26,18365.67,0.00,0.00,18363.26,0.00,0.00,388904.39,370490.00,370538.71,7.8,0,0,2021-08-17T22:29:18,2021-08-18T13:39:52,2022-04-04T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x5e,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,490669.07,23258.13,0.00,0.00,23255.07,0.00,0.00,490733.59,467414.00,467475.46,7.8,0,0,2021-08-19T15:34:17,2021-08-19T15:48:21,2022-04-05T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x5f,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,149198.15,7119.09,0.00,0.00,7118.15,0.00,0.00,149217.77,142080.00,142098.68,7.8,0,0,2021-09-02T05:59:45,2021-09-02T06:02:11,2022-04-18T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x6,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,12883.77,1083.91,0.00,0.00,1083.77,0.00,0.00,12885.46,11800.00,11801.55,7.8,0,0,2020-11-13T20:27:43,2020-11-13T21:26:47,2022-01-01T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x60,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,funded,closed,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.8,0,0,2021-09-14T11:49:06,null,null
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x61,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,649935.33,15708.83,0.00,0.00,15706.77,0.00,0.00,650020.79,634228.56,634311.95,7.8,0,0,2021-09-14T12:00:28,2021-09-14T12:01:36,2022-01-11T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x62,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,40929.99,930.11,0.00,0.00,929.99,0.00,0.00,40935.37,40000.00,40005.26,7.8,0,0,2021-09-29T21:59:00,2021-09-29T22:02:37,2022-01-17T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x63,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,96106.37,3073.31,0.00,0.00,3072.90,0.00,0.00,96119.01,93033.47,93045.70,7.8,0,0,2021-10-05T02:56:24,2021-10-05T03:01:09,2022-03-06T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x64,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,514836.02,17379.38,0.00,0.00,17377.10,0.00,0.00,514903.72,497458.92,497524.33,7.8,0,0,2021-10-05T03:23:27,2021-10-05T03:37:21,2022-03-14T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x65,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,funded,closed,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.8,0,0,2021-10-15T16:58:26,null,2022-02-07T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x66,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,106763.33,3412.79,0.00,0.00,3412.34,0.00,0.00,106777.37,103350.99,103364.58,7.8,0,0,2021-10-15T17:21:16,2021-10-15T19:32:37,2022-03-16T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x67,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,424480.71,14417.11,0.00,0.00,14415.21,0.00,0.00,424536.52,410065.50,410119.42,7.8,0,0,2021-11-02T15:48:35,2021-11-02T18:03:41,2022-04-12T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x68,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,funded,closed,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.8,0,0,2021-11-02T15:58:19,null,null
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x69,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,421176.34,13712.22,0.00,0.00,13710.42,0.00,0.00,421231.72,407465.92,407519.49,7.8,0,0,2021-11-08T07:46:39,2021-11-08T08:00:10,2022-04-12T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x6a,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,37017.40,1238.91,0.00,0.00,1238.75,0.00,0.00,37022.26,35778.65,35783.35,7.8,0,0,2021-11-09T17:19:08,2021-11-10T17:39:35,2022-04-18T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x6b,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,398398.20,12218.37,0.00,0.00,12216.76,0.00,0.00,398450.58,386181.44,386232.22,7.8,0,0,2021-11-09T17:48:47,2021-11-09T17:52:38,2022-04-05T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x6c,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,478297.99,14782.93,0.00,0.00,14780.99,0.00,0.00,478360.88,463517.00,463577.95,7.8,0,0,2021-11-10T17:02:22,2021-11-10T17:38:06,2022-04-05T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x6d,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,103334.97,3348.81,0.00,0.00,3348.36,0.00,0.00,103348.56,99986.60,99999.75,7.8,0,0,2021-11-11T21:43:56,2021-11-11T21:51:26,2022-04-14T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x6e,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,29397.56,958.69,0.00,0.00,958.56,0.00,0.00,29401.43,28439.00,28442.74,7.8,0,0,2021-11-16T07:12:20,2021-11-16T07:22:39,2022-04-19T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x6f,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,176987.72,6988.64,0.00,0.00,6987.72,0.00,0.00,177010.99,170000.00,170022.35,7.8,0,0,2021-12-28T21:24:36,2021-12-28T21:46:07,2022-07-05T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x7,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,12883.77,1083.91,0.00,0.00,1083.77,0.00,0.00,12885.46,11800.00,11801.55,7.8,0,0,2020-11-13T20:34:16,2020-11-13T21:27:47,2022-01-01T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x70,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,157220.60,8197.37,0.00,0.00,8196.29,0.00,0.00,157241.27,149024.31,149043.91,7.8,0,0,2021-12-30T02:25:00,2021-12-30T02:26:39,2022-09-02T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x71,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,287851.27,11198.80,0.00,0.00,11197.33,0.00,0.00,287889.12,276653.94,276690.31,7.8,0,0,2022-01-02T04:13:14,2022-01-02T04:14:19,2022-07-05T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x72,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,291664.51,11962.30,0.00,0.00,11960.73,0.00,0.00,291702.86,279703.78,279740.56,7.8,0,0,2022-01-04T00:12:42,2022-01-19T20:57:55,2022-08-03T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x73,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,349577.99,15196.57,0.00,0.00,15194.57,0.00,0.00,349623.96,334383.42,334427.39,7.8,0,0,2022-01-04T00:19:08,2022-01-04T18:01:10,2022-08-02T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x75,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,38185.69,1324.50,0.00,0.00,1324.33,0.00,0.00,38190.72,36861.37,36866.21,7.8,0,0,2022-01-17T18:54:22,2022-01-17T18:56:14,2022-07-02T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x76,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,101159.77,4827.31,0.00,0.00,4826.67,0.00,0.00,101173.08,96333.10,96345.77,7.8,0,0,2022-01-17T22:27:38,2022-01-20T20:49:36,2022-09-02T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x7e,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,48360.12,921.03,0.00,0.00,920.91,0.00,0.00,48366.48,47439.21,47445.45,7.8,0,0,2022-04-27T18:32:51,2022-07-07T16:03:30,2022-10-04T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x7f,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,funded,closed,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.8,0,0,2022-04-27T18:34:00,null,2022-07-05T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x8,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,12883.76,1083.90,0.00,0.00,1083.76,0.00,0.00,12885.45,11800.00,11801.55,7.8,0,0,2020-11-13T20:34:25,2020-11-13T21:33:44,2022-01-01T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x88,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,funded,closed,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.8,0,0,2022-10-10T16:32:59,null,2023-01-04T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x9,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,12883.76,1083.90,0.00,0.00,1083.76,0.00,0.00,12885.45,11800.00,11801.55,7.8,0,0,2020-11-13T20:34:34,2020-11-13T21:33:44,2022-01-01T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0xa,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,12883.76,1083.90,0.00,0.00,1083.76,0.00,0.00,12885.45,11800.00,11801.55,7.8,0,0,2020-11-13T20:36:26,2020-11-13T21:33:44,2022-01-01T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0xb,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,12881.98,1082.12,0.00,0.00,1081.98,0.00,0.00,12883.67,11800.00,11801.55,7.8,0,0,2020-11-13T20:43:25,2020-11-14T13:04:32,2022-01-01T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0xc,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,12870.25,1070.39,0.00,0.00,1070.25,0.00,0.00,12871.94,11800.00,11801.55,7.8,0,0,2020-11-14T13:32:41,2020-11-18T19:27:50,2022-01-01T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0xd,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,12870.25,1070.39,0.00,0.00,1070.25,0.00,0.00,12871.94,11800.00,11801.55,7.8,0,0,2020-11-14T13:35:12,2020-11-18T19:27:57,2022-01-01T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0xe,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,10704.10,890.24,0.00,0.00,890.12,0.00,0.00,10705.51,9813.98,9815.27,7.8,0,0,2020-11-14T13:35:25,2020-11-18T19:29:09,2022-01-01T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0xf,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,12863.22,1063.35,0.00,0.00,1063.22,0.00,0.00,12864.91,11800.00,11801.55,7.8,0,0,2020-11-14T13:38:10,2020-11-21T08:49:39,2022-01-01T00:00:00
0x0d3c6b17d44343e2b1752b46dc4dc5acf89ccd2a,0xc1dd3f011290f212227170f0d02f511ebf57e433,3,Maple,1,Ethereum,4,USDC,open_term,bullet,repaid,full,,7.00,0.00,9000000.00,48464.38,0.00,0.00,48467.38,0.00,0.00,8999442.10,9000000.00,8999442.10,10.5,,0,2024-01-19T18:51:47,2024-01-19T18:51:47,2024-02-12T21:41:47
0x0d78cb30142c2ed1b572d5b5559b39acbaecbf00,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,3000000.00,143202.08,0.00,0.00,143210.96,0.00,0.00,2999814.03,3000000.00,2999814.03,12,,,2021-11-05T22:01:06,2021-11-06T08:01:20,2022-05-05T09:35:32
0x0ea3d60970c4ac7c2f912bc37df5c0528477ea11,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,5000000.00,131498.70,0.00,0.00,131506.85,0.00,0.00,4999690.06,4987671.23,4987362.05,10,,0,2022-01-25T20:10:35,2022-01-25T20:14:28,2022-06-18T10:35:23
0x10f151006056ad9a3d2c385b08b63ca6db5e0efa,0xd2b01f8327eeca47829efc731f1a89c6d07e6b92,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,60,30.00,0.00,3500000.00,61845.48,0.00,0.00,61849.32,0.00,0.00,3499783.04,3500000.00,3499783.04,12.5,,0,2023-03-30T17:02:35,2023-03-31T07:26:35,2023-05-29T08:23:11
0x1154db30d92b1d504719738a13c754b77cf6b75d,0x1a066b0109545455bc771e49e6edef6303cb0a93,3,Maple,1,Ethereum,786,wETH,fixed_term,bullet,repaid,full,90,30.00,0.00,2000.00,77848.07,0.00,0.00,29.59,0.00,0.00,5261953.13,2000.00,5261953.13,7.5,,0,2022-08-22T12:35:54,2022-08-22T12:38:08,2022-11-21T19:59:23
0x129137f0f3e7177607e3edacc386f7d8e21b4450,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,60,30.00,0.00,100.00,1.35,0.00,0.00,1.35,0.00,0.00,99.99,99.84,99.83,10,,0,2022-03-29T12:03:05,2022-04-28T08:23:54,2022-11-30T19:34:59
0x131b566c6a51074c383fb73b723b95a44db5eec1,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,4000000.00,142018.59,0.00,0.00,142027.40,0.00,0.00,3999752.04,4000000.00,3999752.04,9,,,2021-07-15T05:39:43,2021-07-15T06:06:58,2022-01-12T09:50:38
0x131f2cd50fca0dc03d6c6232c3aa81149772c2ac,0xc1dd3f011290f212227170f0d02f511ebf57e433,3,Maple,1,Ethereum,4,USDC,open_term,bullet,repaid,full,,10.00,0.00,8743976.00,35959.74,0.00,0.00,35961.97,0.00,0.00,8743433.97,8743976.00,8743433.97,8.75,,0,2024-03-01T21:12:47,2024-03-01T21:12:47,2024-03-21T13:42:35
0x141ffd9bd6bc40fe58eb0396fa3e3feae8fee189,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,32000000.00,959414.50,0.00,0.00,959473.97,0.00,0.00,31998016.36,31843769.86,31841795.90,7.6,,0,2022-02-19T23:06:37,2022-02-21T06:50:02,2022-08-17T18:31:45
0x148aa09731baf7eceaeb1513e2d6c794fa9b23fb,0x3e701d29fcb8747b5c3f88649397d88fff9bd3e9,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,90,30.00,0.00,19423790.00,386722.31,0.00,0.00,386746.28,0.00,0.00,19422585.94,19376374.67,19375173.55,8.5,,0,2022-01-31T11:02:34,2022-02-06T10:11:48,2022-05-01T18:08:06
0x14ef054dd6d42422890d2c8d90b3eca1597b599e,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,5000000.00,182454.44,0.00,0.00,182465.75,0.00,0.00,4999690.06,5000000.00,4999690.06,9.25,,,2021-11-30T12:34:18,2021-11-30T14:55:17,2022-05-28T08:58:43
0x1597bc9c167ba318da52ee94fdb0efaf84837bbf,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,10000000.00,386770.54,0.00,0.00,386794.52,0.00,0.00,9999380.11,9951178.08,9950561.22,9.75,,0,2022-02-15T06:05:20,2022-02-15T19:06:28,2022-08-16T01:03:30
0x1628325bb8898626a1656d1c9c3c11b8d8cbb426,0x1a066b0109545455bc771e49e6edef6303cb0a93,3,Maple,1,Ethereum,786,wETH,fixed_term,bullet,repaid,full,90,30.00,0.00,2400.00,59787.32,0.00,0.00,22.72,0.00,0.00,6314343.75,2394.14,6298929.83,4.8,,0,2022-03-13T12:50:03,2022-03-14T05:31:53,2022-06-14T08:03:29
0x16ab05eada63cc4f6a01250cbff60858c377fff0,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,30,30.00,0.00,1800000.00,13018.37,0.00,0.00,13019.18,0.00,0.00,1799888.42,1800000.00,1799888.42,11,,0,2022-09-14T15:27:59,2022-09-14T15:28:49,2022-10-14T12:55:35
0x17aeb069194f654e74ab75307b3a3014f233db57,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,4000000.00,142018.59,0.00,0.00,142027.40,0.00,0.00,3999752.04,4000000.00,3999752.04,9,,,2021-07-17T10:34:49,2021-07-18T08:35:09,2022-01-13T17:33:47
0x1a733df2d0cb01c0cee221ed0533b3c038bc1945,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,10000000.00,455240.05,0.00,0.00,455268.27,0.00,0.00,9999380.11,9951178.08,9950561.22,8,,0,2022-09-08T13:21:20,2022-03-14T05:34:54,2022-11-07T14:49:47
0x1b0212003e1f795c5092845e54de64303c592c6d,0xd618d93676762a8e3107554d9adbff7dfd7fbf47,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,20000000.00,930901.20,0.00,0.00,930958.90,0.00,0.00,19998760.22,20000000.00,19998760.22,8.5,,,2021-12-10T15:38:18,2021-12-10T16:19:41,2022-04-12T19:37:05
0x1b42e16958ed30dd3750d765c243bdde980fdf64,0xe9d33286f0e37f517b1204aa6da085564414996d,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,90.00,0.00,251000.00,16490.90,0.00,0.00,16491.93,0.00,0.00,250984.44,251000.00,250984.44,11.5,,0,2023-10-17T16:33:47,2023-03-21T18:58:47,2023-10-17T16:35:11
